PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
1.632823617130726,5.277073397823535,1.6712166155861587,1.684091140685215,-0.5441943915716425,-0.7949179630844607,-0.622723150717798,0.7772673640398203,-0.08897651383668026
2.156021362123934,-2.6187103860914736,-0.7228691539806208,-0.9684546800616322,0.11841750036528764,-1.203291877668569,2.3377628680423195,1.2488724836911151,-0.11501191136477956
-0.7079741250512769,3.947257731436463,-0.7593518540162296,-0.46230486339359805,-1.0283909110838902,0.9231517892574775,1.0947891771790064,0.34464547353153274,-0.22854540264625886
-3.08742064052029,-2.5760814534773404,0.6279766632965387,1.697138594262828,0.8954885741273101,-0.5554389039540747,-0.10352519577229313,1.2481763926358855,0.2575029164132921
5.6800385893511605,1.8003240767168145,-0.3829393723333419,1.3004808338551384,0.3450094614090749,-1.271390628681666,-0.6213872783202029,-0.46168891078462165,-0.6025787421897673
5.888465014876946,1.639571069693186,-1.2121686078691039,0.6084470441923747,-0.7492065222911659,0.029905639345220617,-0.06779543539942783,2.457220779415178,-0.3921986828548228
0.5593795814936154,-1.3272554737792677,0.46240045211245345,-0.5792187582144307,-0.19579424582521066,-0.3346276821688864,0.4980990396955689,-0.5863929770601726,0.07457793951678328
1.2281162720682086,-1.764965512527375,0.6398247387718026,-0.9795868853734547,-0.8795494009630562,-0.12925958759705206,-0.3458516148847644,0.8420312099723612,-0.06574752450772928
0.3883921945490168,-1.5386374439226531,-0.8823531861413869,-0.15475848353566077,-0.15015236622608386,0.2353627743860671,0.175933398454654,0.30561607914614375,0.5263470699905406
-1.0694784311715038,-0.29264709917806603,-0.324397474463128,-0.16437142720641684,-0.6581151847289304,0.024185769911390022,0.13209801118846315,-0.21938567263881353,-0.4342598797157362
0.08318773941170556,0.4894365636381356,0.04981008723988488,-0.4054445966176589,-0.5741135162861728,-0.31022192852845365,0.37256312535342345,-1.0412851989639555,-0.22053214672062835
2.1902512668257583,4.772016169451045,-0.7185202265815313,-1.1649179862619055,-0.16381736483083761,1.1361104903388732,0.3642262717535308,-0.11638239255217499,0.26732398433850596
